Product Name,Category,Price,Code,imageLink
sour patch kids 80 gr,snacks and candy,"30,000",1638,
sour patch kids 40 gr,snacks and candy,"25,000",6924514651471,
soccer gummy,snacks and candy,"15,000",997,
snickers 40g,snacks and candy,"55,000",1204,
Snickers,snacks and candy,"65,000",159,
shox bar caramel,snacks and candy,"10,000",606,
LEBON oops chocolate,snacks and candy,"15,000",1257,
lollipop stick,snacks and candy,"25,000",6924514651432,
Le Professeur Chocolate Bar,snacks and candy,"180,000",1423,
chocola special 450g,snacks and candy,"400,000",252194,
chocodip,snacks and candy,"10,000",6924514651641,
lebon digestive chocolate,snacks and candy,"20,000",971,
choco roll,snacks and candy,"13,000",220,
choco rio strawberry,snacks and candy,"13,000",429,
choco Prince,snacks and candy,"40,000",880,
choco pico,snacks and candy,"23,000",242,
chivito gum,snacks and candy,"15,000",875,
chewing gum,snacks and candy,"11,000",211,
Cheque Gum,snacks and candy,"15,000",1609,
Carre Dor,snacks and candy,"20,000",1363,
candy trustline  sabot,snacks and candy,"10,000",658,
Candy Cloud Cotton ,snacks and candy,"50,000",1290,
Candy 20,snacks and candy,"20,000",1587,
candy 15,snacks and candy,"15,000",6924514651626,
Calipain Chocolate Rice Cake,snacks and candy,"45,000",252184,
Calipain choco biscuits,snacks and candy,"20,000",252183,
cake fruit small,snacks and candy,"6,000",172,
Cake bitar,snacks and candy,"20,000",6924514651795,
cadoo,snacks and candy,"12,000",180,
cadeau white blue,snacks and candy,"20,000",6924514651460,
Cadbury Sandwich 22g,snacks and candy,"80,000",1442,
Cadbury Dairy milk 9g,snacks and candy,"20,000",6924514652369,
cadbury coated oreo,snacks and candy,"35,000",6924514651453,
buzzybol ,snacks and candy,"3,000",6924514651547,
butter cookies,snacks and candy,"7,000",693,
bubbly dairy milk 28g,snacks and candy,"40,000",521,
bubble gum soft drink ,snacks and candy,"10,000",1075,
bubble gum roll,snacks and candy,"19,000",1199,
chocolate chip cookies ,snacks and candy,"75,000",803,
break time,snacks and candy,"15,000",1035,
Chocotrips Wafer,snacks and candy,"35,000",1604,
chupa chups babol,snacks and candy,"50,000",1278,
Dairy Milk Marvellous 30g,snacks and candy,"75,000",1443,
dairy milk bubbly 13g,snacks and candy,"25,000",942,
Daim 28g,snacks and candy,"60,000",6924514651785,
dabke ghandour,snacks and candy,"15,000",343,
cup cake hallab ,snacks and candy,"55,000",6924514651970,
crusty mini croissant 40g,snacks and candy,"30,000",1581,
crunch milk chocolate,snacks and candy,"35,000",1054,
crunch chocolate,snacks and candy,"55,000",1055,
croissant 7 days 40 gr,snacks and candy,"45,000",6924514651473,
crax Eti,snacks and candy,"35,000",1013,
Cote Dor noir 47g,snacks and candy,"100,000",1434,
Cote Dor Chocolate 10g,snacks and candy,"30,000",1414,
cosbei prince,snacks and candy,"20,000",635,
corn flakes poppins choco 750g,snacks and candy,"650,000",6924514652318,
corn flakes poppins choco 500g,snacks and candy,"470,000",1740,
corn flakes poppins 20g,snacks and candy,"25,000",1151,
corn flakes poppins 1kg,snacks and candy,"700,000",1741,
Copa Chocolate Balls,snacks and candy,"20,000",1533,
cookmealy brokar,snacks and candy,"5,000",698,
cookies sweet ,snacks and candy,"5,000",656,
clorets gum,snacks and candy,"5,000",465,
clorets big,snacks and candy,"30,000",928,
cin jelly biscuit,snacks and candy,"20,000",532,
chupa chups tennis balls,snacks and candy,"5,000",6924514651936,
Chupa Chups sour Tubes 24g,snacks and candy,"40,000",1415,
chupa chups sour belts,snacks and candy,"20,000",1276,
chupa chups mini tubes,snacks and candy,"60,000",6924514651583,
chupa chups melody fruits,snacks and candy,"50,000",1277,
chupa chups lollipop,snacks and candy,"20,000",1197,
chocoway,snacks and candy,"19,000",1185,
Damla Bonbon 630g,snacks and candy,"300,000",6924514652044,
break rizzo 28g,snacks and candy,"27,000",1029,
break 4 fingers,snacks and candy,"25,000",1030,
Bebeto jelly gum 80g,snacks and candy,"70,000",6924514651642,
bebeto jelly gum 18g,snacks and candy,"20,000",1274,
Bebeto Ben 10,snacks and candy,"30,000",6924514651413,
bake rolls,snacks and candy,"30,000",201,
Baida Popping candy,snacks and candy,"20,000",252198,
Apella Bisky,snacks and candy,"15,000",252192,
ANI kraker salted sticks,snacks and candy,"10,000",1792,
angela bold cake,snacks and candy,"21,000",862,
Amarin Cookies and cake,snacks and candy,"10,000",768,
Alpella wafer,snacks and candy,"20,000",155,
alpella nuga bar,snacks and candy,"15,000",200,
Albeni Roll,snacks and candy,"60,000",178,
albeni mix max,snacks and candy,"69,000",1117,
albeni disabled item,snacks and candy,"28,000",231,
albeni cappuccino and white,snacks and candy,"30,000",6924514651963,
Albeni Cake,snacks and candy,"45,000",203,
albeni bar,snacks and candy,"35,000",440,
al awael snacks,snacks and candy,"10,000",6924514651619,
Al Amin Kunafa Pistachio Chocolate Bar,snacks and candy,"800,000",6924514652338,
aila wafer,snacks and candy,"15,000",615,
aila crunchy Wafer 40g,snacks and candy,"40,000",1742,
aila Chocolate,snacks and candy,"50,000",706,
aila bars,snacks and candy,"35,000",668,
adicto intense,snacks and candy,"50,000",1010,
adicto cake gold,snacks and candy,"35,000",498,
adicto brownie,snacks and candy,"40,000",1009,
4 you small wafer,snacks and candy,"5,200",6924514651767,
2 Poppins corn flakes gift,snacks and candy,"600,000",1625,
 silca popping candy ,snacks and candy,"7,000",932,
Bee Cookies 30g,snacks and candy,"25,000",1467,
Break rizzo,snacks and candy,"15,000",430,
Bembo Dragees filled,snacks and candy,"25,000",6924514651437,
Bembo long sour belt,snacks and candy,"15,000",6924514651440,
bounty,snacks and candy,"65,000",317,
borello coin,snacks and candy,"14,000",223,
bonucci cake,snacks and candy,"26,000",874,
Bono Star,snacks and candy,"15,000",6924514651723,
Bono Samiri,snacks and candy,"5,000",1351,
Bono Coated hibono x20,snacks and candy,"15,000",6924514651726,
Bono Cake,snacks and candy,"40,000",6924514651724,
Blizzard Cake,snacks and candy,"40,000",252211,
Bitar Dates 90g,snacks and candy,"25,000",6924514651856,
Bitar Brownie chocolate,snacks and candy,"30,000",6924514651825,
bissroll,snacks and candy,"15,000",224,
biskrem roll 50%,snacks and candy,"70,000",6924514651385,
Biscolata Veni,snacks and candy,"45,000",1565,
biscolata nirvana,snacks and candy,"25,000",1043,
Biscolata Mood,snacks and candy,"65,000",6924514651874,
big m wafer hazelnut cream ,snacks and candy,"15,000",6924514651708,
big m snack,snacks and candy,"25,000",636,
Big m Mega Wafer,snacks and candy,"20,000",252191,
Big m Crunchy Chocolate,snacks and candy,"20,000",252190,
Big m Crunch,snacks and candy,"25,000",1636,
Big m Cremeo,snacks and candy,"20,000",1574,
Big m Cookies ,snacks and candy,"20,000",6924514652208,
big m caramel bar,snacks and candy,"25,000",935,
big m bars,snacks and candy,"12,000",202,
big break,snacks and candy,"25,000",1034,
Berna Chocolate,snacks and candy,"20,000",213,
bence chocolate,snacks and candy,"6,000",695,
Bembo sour rope,snacks and candy,"15,000",6924514651438,
Bembo sour belt and filed  70gr,snacks and candy,"50,000",6924514651439,
Bembo funny lollypop,snacks and candy,"50,000",6924514651441,
Dankek Ulker 45g,snacks and candy,"50,000",1403,
Choco tido biscuit 18g,snacks and candy,"15,000",6924514651866,
delikit chocolate wafer,snacks and candy,"24,000",1129,
Junior Mni Croissant,snacks and candy,"40,000",252174,
jouy  crispy wafers ,snacks and candy,"15,000",6924514651348,
Jordina shoot,snacks and candy,"10,000",1355,
JORDINA CAKE SMALL,snacks and candy,"20,000",6924514651401,
jordina cake 150g,snacks and candy,"60,000",1011,
jelly me,snacks and candy,"5,000",6924514651773,
jelly cup,snacks and candy,"25,000",1192,
jelido,snacks and candy,"9,000",1056,
jannaty coconut cookies,snacks and candy,"14,000",502,
invite cake,snacks and candy,"17,000",863,
I Zream dip,snacks and candy,"75,000",6924514651537,
hysteria,snacks and candy,"20,000",936,
Hulkie Jood Chocolate,snacks and candy,"15,000",1523,
hersheys cookies n cream small ,snacks and candy,"30,000",6924514651518,
Help biscuits,snacks and candy,"12,000",774,
hello milk chocolate karim,snacks and candy,"15,000",859,
hello croissant ,snacks and candy,"15,000",946,
Hawana Nuts Bar 50g,snacks and candy,"35,000",6924514651952,
happy donuts cake,snacks and candy,"15,000",233,
halls 22g,snacks and candy,"35,000",945,
Halley 33g,snacks and candy,"20,000",6924514651889,
Hallab Maamoul Dates,snacks and candy,"50,000",1509,
haley roll,snacks and candy,"50,000",177,
GTI Eisberg,snacks and candy,"15,000",6924514651763,
Gretta,snacks and candy,"11,000",188,
Gong rice cake honey,snacks and candy,"45,000",641,
Gong rice cake,snacks and candy,"40,000",193,
golyano bonbon,snacks and candy,"10,000",873,
Golden Sweet Cake ,snacks and candy,"180,000",6924514652298,
karam baalbek dark,snacks and candy,"12,000",973,
gofret torku wafer,snacks and candy,"20,000",864,
karmachyeh al amal,snacks and candy,"150,000",252231,
Kek cake fruit big size,snacks and candy,"80,000",171,
LBM Tea Time 90g,snacks and candy,"40,000",6924514652189,
LBM Sableh and Ptit Matin 115g,snacks and candy,"60,000",6924514652132,
LBM Amandier almonds 90g,snacks and candy,"50,000",6924514652190,
Laviva chocolate wafer,snacks and candy,"50,000",1808,
Laviva Chocolate Pistachio,snacks and candy,"85,000",1809,
Laviva,snacks and candy,"45,000",170,
lavian cintu gum ,snacks and candy,"5,000",6924514652210,
lasenza bonbon,snacks and candy,"15,000",939,
lanew b max e5 onex horizon,snacks and candy,"10,000",871,
lambada croissant,snacks and candy,"20,000",1019,
kresko Bear,snacks and candy,"20,000",252224,
kremali,snacks and candy,"15,000",781,
kopiko bonbon  sachet 17g,snacks and candy,"20,000",6924514651329,
kombo,snacks and candy,"60,000",192,
knockers,snacks and candy,"20,000",696,
kittir choco,snacks and candy,"6,000",692,
KitKat chunky,snacks and candy,"50,000",189,
KitKat bars,snacks and candy,"70,000",161,
King1 wafer ,snacks and candy,"25,000",6924514652099,
king POP lollipop ,snacks and candy,"10,000",6924514651505,
Kinder Surprise 20g,snacks and candy,"120,000",6924514652198,
kinder riegel,snacks and candy,"34,000",1037,
kinder joy 20g,snacks and candy,"80,000",885,
kinder delice ,snacks and candy,"60,000",6924514651517,
Kinder Cards,snacks and candy,"60,000",6924514651997,
Kinder bueno,snacks and candy,"80,000",166,
dark blue wafer,snacks and candy,"20,000",6924514651377,
kids jado 5000,snacks and candy,"5,000",1422,
keks cake,snacks and candy,"14,000",234,
Karuzo 82g,snacks and candy,"70,000",6924514652214,
GoFesta 30,snacks and candy,"30,000",252247,
Kinder bars,snacks and candy,"85,000",187,
ghazle cotton candy queen sweet,snacks and candy,"50,000",876,
equia peanut & sesame bar no suggar 40g,snacks and candy,"35,000",252161,
equia high protein bar plain 35g,snacks and candy,"220,000",252163,
equia coconut bar no suggar 40g,snacks and candy,"50,000",252160,
equia Chia bar no suggar 40g,snacks and candy,"60,000",252208,
Enjoy white vermicelli,snacks and candy,"70,000",6924514651729,
Enjoy wafer,snacks and candy,"10,000",1014,
Enjoy dark vermicelli,snacks and candy,"100,000",6924514651730,
ender cosmilk,snacks and candy,"23,000",937,
Elvan bonbon 300g,snacks and candy,"118,000",1188,
ElMaestro Chocolate Bar Christnas edition,snacks and candy,"450,000",1547,
elephants 80g,snacks and candy,"85,000",1123,
Elegance Biscotto,snacks and candy,"20,000",6924514652102,
El Maestro Bar,snacks and candy,"300,000",6924514652087,
Duo Biscuits,snacks and candy,"90,000",1208,
Dream smart choco 22g,snacks and candy,"25,000",6924514651865,
Dragon wafer ,snacks and candy,"20,000",6924514651946,
Dragon Baked pillow,snacks and candy,"10,000",6924514651699,
dr food wafer,snacks and candy,"34,000",860,
dona wafer karim,snacks and candy,"12,000",858,
diva eclair's original bonbonbag ,snacks and candy,"100,000",6924514651966,
digestive mastro ,snacks and candy,"30,000",627,
Digesta choco cream 100g,snacks and candy,"40,000",6924514651863,
demolino,snacks and candy,"17,000",1062,
deluxe gold wafer ,snacks and candy,"20,000",6924514651960,
Deluxe Chocolate 30,snacks and candy,"30,000",1657,
Deluxe Chocolate 25,snacks and candy,"25,000",1655,
Deluxe Chocolate 20,snacks and candy,"20,000",1654,
Deluxe Chocolate 10,snacks and candy,"10,000",1653,
Go ON Protein Bar,snacks and candy,"130,000",252106,
equia rice bite chocolate NAS 35g,snacks and candy,"60,000",252164,
equia rice bite fruits & chocolate NAS 30g,snacks and candy,"70,000",252165,
equia oat crackers 50g,snacks and candy,"60,000",252159,
Erko IceCream Mallow,snacks and candy,"30,000",6924514652007,
Ghandour Wafer Chocoate,snacks and candy,"30,000",1660,
Ghandour Halawa cookies,snacks and candy,"25,000",1683,
galaxy gum ,snacks and candy,"10,000",6924514651457,
galaxy flutes 11g,snacks and candy,"25,000",1381,
Galaxy Chocolate 36g,snacks and candy,"80,000",6924514651994,
Galaxy Chocolate 18g,snacks and candy,"35,000",1688,
Furlak Marshmallow cups,snacks and candy,"25,000",1545,
fruitat orange,snacks and candy,"7,000",607,
freegells,snacks and candy,"15,000",212,
forte cookies,snacks and candy,"19,000",1113,
Flio dr food,snacks and candy,"340,000",6924514651452,
Erko Gummy Mallow rolls,snacks and candy,"20,000",6924514651415,
Flake Chocolate 15g,snacks and candy,"30,000",6924514652223,
Fiori chocolate,snacks and candy,"30,000",613,
Fiorella crunch wafer,snacks and candy,"8,000",163,
flake chocolate 32 gr,snacks and candy,"50,000",6924514651472,
figaro marshmallow,snacks and candy,"30,000",252275,
Erko Mallow grape,snacks and candy,"20,000",6924514651416,
Erko Malo-jely 17g,snacks and candy,"20,000",6924514652272,
erko stick medium 13g,snacks and candy,"20,000",6924514651326,
Fiorella Bar chocolate,snacks and candy,"20,000",422,
ETI adicto intense bag 144g,snacks and candy,"280,000",6924514651328,
ETI Adicto Milk Chocolate 65g,snacks and candy,"110,000",6924514652275,
ETI Gong Pops 80g,snacks and candy,"150,000",6924514652273,
ETI adicto hazelnut 200g,snacks and candy,"280,000",6924514651327,
Eti Pop Kek patisserie 200g,snacks and candy,"160,000",6924514651755,
ETI Tutku 40g,snacks and candy,"30,000",6924514651585,
Eti wafe up choco coated,snacks and candy,"35,000",6924514651756,
Ferrero Rocher 200gr x16,snacks and candy,"45,000",6924514651782,
fiarina sandwich biscuit dark,snacks and candy,"19,000",865,
fierro cake siti ,snacks and candy,"20,000",987,
Selena sweet,sweets,"45,000",6924514651849,
Taj Halawa Cotton 250g,sweets,"320,000",6924514652136,
swizzy cake,sweets,"30,000",1586,
sugar aminco,sweets,"74,000",371,
Srour Halawa Nuts Extra,sweets,"600,000",252267,
Srour Halawa 800g,sweets,"420,000",252263,
Sit n Dip chocolate spread 500g,sweets,"250,000",6924514651977,
Uno Chocolate Spread 750g,sweets,"340,000",252225,
Nestle sweetened Creamer 370g,sweets,"250,000",6924514652160,
Domo Castard Chocolate 200g,sweets,"150,000",1744,
Loukoum Ghandour musky 454g,sweets,"180,000",1703,
halawa M chtoura 400g,sweets,"134,000",321,
Ghandour Halawa 454g,sweets,"230,000",1770,
Beit El Safa Halawa Pistachio 400g,sweets,"260,000",6924514652347,
Beit El Safa Halawa 400g,sweets,"150,000",1402,
Avila Coconut light 200g,sweets,"100,000",1712,
al andaleeb 35,sweets,"35,000",6924514651878,
Ajin Cake ,sweets,"150,000",252251,
Maple Jelly,sweets,"50,000",252240,
Mesto Papers 1Kg x10,towels and feminine care,"30,000",6924514651797,
Mesto Toilet Roll 10,towels and feminine care,"240,000",6924514652291,
Private Green Normal 20+10Free,towels and feminine care,"180,000",6924514652144,
Private Normal Green x10,towels and feminine care,"100,000",6924514652124,
Puffies women pads,towels and feminine care,"50,000",6924514652178,
Rosana Interfold Dry Wipe,towels and feminine care,"50,000",1800,
rosana toilet 4 roll,towels and feminine care,"100,000",393,
Sama Tex towels 1.5,towels and feminine care,"40,000",6924514651386,
Salfa Tissues 200 MOD,towels and feminine care,"40,000",1739,
Sama Tex 4.5,towels and feminine care,"90,000",6924514651387,
Mesto Meaga Roll x4,towels and feminine care,"260,000",6924514652202,
soft skin Double,towels and feminine care,"50,000",1098,
Toilet Paper vivo 18 rolls,towels and feminine care,"220,000",6924514651796,
Vatika Cream 140 ml,towels and feminine care,"150,000",1417,
Vivo Toilet Roll Paper x4,towels and feminine care,"50,000",1585,
wipes El sada,towels and feminine care,"25,000",684,
Rotana Towels 1000g,towels and feminine care,"200,000",6924514651940,
libresse maxi super 6 pcs,towels and feminine care,"80,000",1284,
private green egyptian,towels and feminine care,"55,000",267,
king toilet roll white,towels and feminine care,"92,000",271,
Libresse Carton Blue x14,towels and feminine care,"100,000",252229,
Adore Towels ,towels and feminine care,"20,000",6924514651938,
Always Maxi Women Pads Double ,towels and feminine care,"160,000",6924514652203,
Art Care wipes x90,towels and feminine care,"70,000",619,
bonjour pads ,towels and feminine care,"60,000",6924514651499,
cleano toilet paper,towels and feminine care,"49,000",114,
El sada baby wipes,towels and feminine care,"75,000",6924514651531,
Elegance Anti-Bacterial Wipes 72pcs,towels and feminine care,"60,000",1779,
carmel dishwashing 700ml,towels and feminine care,"90,000",553,
Epilator,towels and feminine care,"200,000",1777,
elsada tanning oil 250ml,towels and feminine care,"316,000",1229,
ibiza shampoo 750ml,towels and feminine care,"130,000",563,
IBIZA conditionner 750ml,towels and feminine care,"150,000",1023,
hand sanitizer el sada 60ml ,towels and feminine care,"30,000",6924514651686,
king 450g,towels and feminine care,"100,000",79,
Ghonson Baby Wipes,towels and feminine care,"140,000",1778,
freshdays long blue 72,towels and feminine care,"350,000",391,
gipsy wipes 100sh,towels and feminine care,"170,000",438,
light ball,toys,"100,000",1308,
water machine boys,toys,"49,000",1140,
Toy Car18,toys,"100,000",1775,
Toy Candy ,toys,"150,000",1772,
spiderman car,toys,"95,000",1088,
slaym medium size,toys,"50,000",6924514651545,
puzzle chinese,toys,"247,000",1134,
Lazer and gun,toys,"50,000",1774,
water machine girls,toys,"59,000",1141,
KidsMania Flash Pop,toys,"160,000",6924514652073,
gaz ball,toys,"100,000",1307,
FootBall,toys,"500,000",1310,
fire truck toy,toys,"93,000",1137,
Car motorcycle toy,toys,"100,000",1138,
car egg,toys,"100,000",1776,
blow bubble,toys,"15,000",6924514651640,
ball with belt,toys,"120,000",1306,
KidsMania Pop and Catch,toys,"180,000",6924514652072,
yoyo,toys,"50,000",1190,
aquafresh ToothPaste,,"120,000",252143,
ayran kallas,,"50,000",252124,
biscoto 6pc,,"100,000",252141,
Bonjus Mini sandwich IceCream,,"30,000",1709,
chihine pain au lait,,"50,000",252146,
cool break ice queen,,"40,000",252132,
cream maatouk coated,,"120,000",252195,
croissant pronto,,"30,000",252150,
delor sweet corn 340g,,"70,000",252262,
domo caramel 70g,,"80,000",252131,
eggs 25,,"25,000",252110,
family cake pronto,,"120,000",252149,
family duo pronto,,"200,000",252148,
fine conentrate spartan,,"60,000",252257,
freska,,"15,000",252115,
inci 1L,,"180,000",252129,
jhonson baby soap,,"50,000",252145,
Lamar clambed fingers,,"100,000",252158,
Le Professeur Chocolate 33g,,"50,000",1535,
look me pistachio,,"30,000",252250,
mesto big,,"55,000",252157,
nussini milka,,"50,000",252114,
panino cookies,,"25,000",1768,
pop up 330ml,,"30,000",252147,
Ravina sweets,,"20,000",1646,
sahbat,,"30,000",5287002008073,
sedra ,,"15,000",252259,
Sensodyne nourish ToothBrush x3,,"150,000",252144,
srour halawa 400 g,,"250,000",252268,
super more ph  950 ml,,"100,000",252256,
tio,,"15,000",252118,
uno ananas,,"100,000",252130,
Zein Candy cornet,,"50,000",252089,
